,Phylum,Class,Order,Family,Genus
ASV0301,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium
ASV0302,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV0303,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV0304,Proteobacteria,Gammaproteobacteria,,,
ASV0305,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia
ASV0306,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV0307,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella
ASV0308,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
ASV0309,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium
ASV0310,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
ASV0311,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV0312,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter
ASV0313,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera
ASV0314,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV0316,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV0317,Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,
ASV0318,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Ga0074140
ASV0319,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV0320,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella
ASV0321,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina
ASV0322,Proteobacteria,Gammaproteobacteria,Oceanospirillales,,
ASV0323,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV0324,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax
ASV0325,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV0326,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter
ASV0327,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium
ASV0328,Proteobacteria,Gammaproteobacteria,BD72BR169,,
ASV0329,Proteobacteria,Deltaproteobacteria,Bradymonadales,,
ASV0330,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,,
ASV0331,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureivirga
ASV0332,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV0333,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Maricaulis
ASV0334,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium
ASV0335,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV0336,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV0337,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
ASV0338,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Parvularcula
ASV0339,Proteobacteria,Deltaproteobacteria,PB19,,
ASV0340,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ASV0341,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella
ASV0342,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
ASV0343,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
ASV0344,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV0345,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Wenzhouxiangella
ASV0346,Firmicutes,Clostridia,Clostridiales,Family_XII,
ASV0347,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium
ASV0348,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV0349,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter
ASV0350,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV0351,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera
ASV0352,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,
ASV0353,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia
ASV0354,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV0355,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira
ASV0356,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV0357,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea
ASV0358,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina
ASV0359,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,
ASV0360,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,
ASV0361,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
ASV0362,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,
ASV0363,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV0364,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax
ASV0365,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV0366,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Ferrimonas
ASV0367,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV0368,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens
ASV0370,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ASV0371,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV0372,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV0373,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV0374,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio
ASV0375,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV0376,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium
ASV0377,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium
ASV0378,Proteobacteria,Deltaproteobacteria,Bradymonadales,,
ASV0379,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter
ASV0380,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV0381,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV0382,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV0384,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius
ASV0386,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Oceanirhabdus
ASV0387,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
ASV0388,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
ASV0389,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria
ASV0391,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
ASV0392,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
ASV0393,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,
ASV0394,,,,,
ASV0395,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter
ASV0396,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV0397,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
ASV0398,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,
ASV0399,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV0400,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV0401,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium
ASV0402,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Silicimonas
ASV0403,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_4,Paramaledivibacter
ASV0404,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV0405,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV0406,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter
ASV0407,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
ASV0408,Proteobacteria,Alphaproteobacteria,Rickettsiales,,
ASV0410,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
ASV0411,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV0412,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV0413,Proteobacteria,,,,
ASV0414,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Oceanicaulis
ASV0415,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_4,Caminicella
ASV0416,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudoteredinibacter
ASV0417,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
ASV0418,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Ferrimonas
ASV0419,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Roseibium
ASV0420,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia
ASV0421,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
ASV0422,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
ASV0423,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Pseudohaliea
ASV0424,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
ASV0425,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus
ASV0426,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium
ASV0427,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,
ASV0428,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas
ASV0429,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas
ASV0431,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter
ASV0432,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43_clade
ASV0433,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV0434,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Oceanirhabdus
ASV0435,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius
ASV0436,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV0437,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,
ASV0438,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
ASV0439,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus
ASV0440,Proteobacteria,Deltaproteobacteria,Bradymonadales,,
ASV0441,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Nitratireductor
ASV0442,Proteobacteria,Alphaproteobacteria,,,
ASV0443,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Fonticella
ASV0444,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina
ASV0445,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
ASV0446,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina
ASV0447,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
ASV0448,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV0449,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter
ASV0450,Patescibacteria,Gracilibacteria,JGI_0000069-P22,,
ASV0451,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_4,Paramaledivibacter
ASV0452,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV0453,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV0454,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV0455,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV0456,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Comamonas
ASV0457,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum
ASV0458,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
ASV0459,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella
ASV0460,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,
ASV0461,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV0462,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV0463,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lacimonas
ASV0464,Firmicutes,Clostridia,Clostridiales,,
ASV0465,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,
ASV0466,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,
ASV0467,,,,,
ASV0468,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum
ASV0469,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus
ASV0470,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Amphritea
ASV0471,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV0472,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV0473,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
ASV0474,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV0475,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
ASV0476,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV0477,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV0478,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium
ASV0479,Proteobacteria,Gammaproteobacteria,Oceanospirillales,,
ASV0480,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,
ASV0481,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella
ASV0482,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,
ASV0483,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,
ASV0484,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia
ASV0485,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
ASV0487,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius
ASV0488,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina
ASV0489,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia
ASV0490,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia
ASV0491,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV0492,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium
ASV0493,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus
ASV0494,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Persicobacter
ASV0495,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter
ASV0496,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes
ASV0497,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,
ASV0498,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_III,
ASV0500,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV0501,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,
ASV0502,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
ASV0503,,,,,
ASV0504,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera
ASV0505,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Agarivorans
ASV0506,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV0507,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia
ASV0508,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Ponticaulis
ASV0509,Proteobacteria,Alphaproteobacteria,,,
ASV0510,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Vallitalea
ASV0511,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Huakuichenia
ASV0512,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Oceanicaulis
ASV0513,Proteobacteria,Alphaproteobacteria,,,
ASV0514,Cyanobacteria,Sericytochromatia,,,
ASV0515,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV0516,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV0517,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lutimaribacter
ASV0518,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV0519,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia
ASV0520,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV0521,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius
ASV0522,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
ASV0523,Firmicutes,Bacilli,Bacillales,Bacillaceae,Vulcanibacillus
ASV0524,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Simkania
ASV0525,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius
ASV0526,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnohabitans
ASV0527,Dependentiae,Babeliae,Babeliales,UBA12411,
ASV0528,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Ferrimonas
ASV0529,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas
ASV0530,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia
ASV0531,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV0532,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,
ASV0533,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV0534,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
ASV0535,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita
ASV0536,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV0537,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
ASV0538,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,C39
ASV0539,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
ASV0540,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV0541,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella
ASV0542,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
ASV0543,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Roseitalea
ASV0544,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
ASV0545,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV0546,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV0547,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium
ASV0549,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV0550,Proteobacteria,Deltaproteobacteria,,,
ASV0551,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Ferrimonas
ASV0552,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cribrihabitans
ASV0553,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Agarivorans
ASV0554,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV0555,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Mf105b01
ASV0556,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV0557,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Vallitalea
ASV0558,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
ASV0559,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV0560,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oleispira
ASV0561,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV0562,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV0563,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera
ASV0564,Proteobacteria,Alphaproteobacteria,NRL2,,
ASV0565,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum
ASV0566,Actinobacteria,Actinobacteria,PeM15,,
ASV0567,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
ASV0568,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera
ASV0569,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV0570,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicibacter
ASV0571,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV0572,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus
ASV0573,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Ga0074140
ASV0574,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV0575,Proteobacteria,Alphaproteobacteria,,,
ASV0576,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,
ASV0577,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Amphritea
ASV0578,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV0579,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
ASV0580,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
